session	participant	TrialNumber	sf	ori	ran	order	RT	choice
001	Nobody	60	2.0	90	1.0	59.0	1.2964084	0.0
001	Nobody	61	1.0	120	1.0	60.0	0.8093904	1.0
001	Nobody	62	0.5	120	1.0	61.0	0.34729385	1.0
001	Nobody	63	2.0	150	1.0	62.0	1.6493659	1.0
001	Nobody	64	2.0	90	1.0	63.0	1.549543	1.0
001	Nobody	65	2.0	120	1.0	64.0	1.9698552	0.0
001	Nobody	66	0.5	120	1.0	65.0	0.8501002	0.0
001	Nobody	67	2.0	150	1.0	66.0	1.0490547	0.0
001	Nobody	68	1.0	120	1.0	67.0	0.946341	1.0
001	Nobody	69	1.0	90	1.0	68.0	0.6679475	0.0
001	Nobody	70	0.5	90	1.0	69.0	0.7731838	1.0
001	Nobody	71	0.5	150	1.0	70.0	0.87072015	1.0
001	Nobody	72	1.0	150	1.0	71.0	1.4404061	1.0
001	Nobody	73	2.0	90	1.0	72.0	1.0410144	1.0
001	Nobody	74	1.0	90	1.0	73.0	0.5194083	1.0
001	Nobody	75	2.0	150	1.0	74.0	1.189909	1.0
001	Nobody	76	0.5	120	1.0	75.0	0.35675237	1.0
001	Nobody	77	1.0	150	1.0	76.0	0.51836675	0.0
001	Nobody	78	0.5	150	1.0	77.0	1.1375074	1.0
001	Nobody	79	0.5	90	1.0	78.0	0.90880436	0.0
001	Nobody	80	1.0	120	1.0	79.0	0.9421311	1.0
001	Nobody	81	2.0	120	1.0	80.0	1.8301369	0.0
001	Nobody	82	1.0	90	1.0	81.0	1.1761138	1.0
001	Nobody	83	2.0	120	1.0	82.0	1.5075514	1.0
001	Nobody	84	0.5	120	1.0	83.0	1.0647185	0.0
001	Nobody	85	0.5	90	1.0	84.0	0.61284435	1.0
001	Nobody	86	2.0	90	1.0	85.0	1.6830195	1.0
001	Nobody	87	1.0	120	1.0	86.0	0.89863604	0.0
001	Nobody	88	1.0	150	1.0	87.0	1.0718305	1.0
001	Nobody	89	2.0	150	1.0	88.0	1.1501203	0.0
001	Nobody	90	0.5	150	1.0	89.0	0.9635223	0.0
﻿session	participant	TrialNumber	sf	ori	ran	order	RT	choice
001	Nobody	1	0.5	90	1.0	0.0	1.0445727	1.0
001	Nobody	2	1.0	150	1.0	1.0	1.1745205	0.0
001	Nobody	3	0.5	120	1.0	2.0	0.8076838	0.0
001	Nobody	4	1.0	90	1.0	3.0	0.64197147	1.0
001	Nobody	5	0.5	150	1.0	4.0	0.584409	1.0
001	Nobody	6	2.0	90	1.0	5.0	1.5720812	0.0
001	Nobody	7	2.0	120	1.0	6.0	1.7562575	1.0
001	Nobody	8	2.0	150	1.0	7.0	1.1219699	1.0
001	Nobody	9	1.0	120	1.0	8.0	1.0182523	0.0
001	Nobody	10	2.0	90	1.0	9.0	1.2113055	0.0
001	Nobody	11	1.0	150	1.0	10.0	1.2167063	0.0
001	Nobody	12	2.0	150	1.0	11.0	1.3197503	1.0
001	Nobody	13	2.0	120	1.0	12.0	1.0381117	0.0
001	Nobody	14	0.5	150	1.0	13.0	0.653944	0.0
001	Nobody	15	1.0	120	1.0	14.0	1.1769387	1.0
001	Nobody	16	1.0	90	1.0	15.0	0.69932336	0.0
001	Nobody	17	0.5	90	1.0	16.0	0.33292702	1.0
001	Nobody	18	0.5	120	1.0	17.0	1.1085432	1.0
001	Nobody	19	0.5	150	1.0	18.0	0.6994365	1.0
001	Nobody	20	2.0	120	1.0	19.0	1.2689912	0.0
001	Nobody	21	0.5	90	1.0	20.0	1.06309	0.0
001	Nobody	22	2.0	90	1.0	21.0	1.8548311	0.0
001	Nobody	23	1.0	90	1.0	22.0	1.0745578	1.0
001	Nobody	24	1.0	150	1.0	23.0	0.8065795	0.0
001	Nobody	25	0.5	120	1.0	24.0	0.6418281	0.0
001	Nobody	26	1.0	120	1.0	25.0	1.3082181	0.0
001	Nobody	27	2.0	150	1.0	26.0	1.7937194	1.0
001	Nobody	28	1.0	150	1.0	27.0	0.6489931	0.0
001	Nobody	29	1.0	120	1.0	28.0	0.55492795	1.0
001	Nobody	30	0.5	120	1.0	29.0	0.54680014	1.0
001	Nobody	31	1.0	90	1.0	30.0	1.3104281	0.0
001	Nobody	32	0.5	150	1.0	31.0	0.34560055	0.0
001	Nobody	33	0.5	90	1.0	32.0	0.92927665	1.0
001	Nobody	34	2.0	120	1.0	33.0	1.1577545	0.0
001	Nobody	35	2.0	90	1.0	34.0	1.4412093	1.0
001	Nobody	36	2.0	150	1.0	35.0	1.5152118	0.0
001	Nobody	37	2.0	120	1.0	36.0	1.560023	1.0
001	Nobody	38	0.5	120	1.0	37.0	1.0266253	1.0
001	Nobody	39	2.0	90	1.0	38.0	1.5632507	0.0
001	Nobody	40	2.0	150	1.0	39.0	1.1052744	1.0
001	Nobody	41	0.5	150	1.0	40.0	0.69387656	1.0
001	Nobody	42	0.5	90	1.0	41.0	0.62709963	1.0
001	Nobody	43	1.0	120	1.0	42.0	0.73998195	0.0
001	Nobody	44	1.0	90	1.0	43.0	1.3956219	1.0
001	Nobody	45	1.0	150	1.0	44.0	1.4094508	0.0
001	Nobody	46	2.0	90	1.0	45.0	1.0242244	1.0
001	Nobody	47	1.0	150	1.0	46.0	1.0255977	1.0
001	Nobody	48	0.5	150	1.0	47.0	0.3471263	0.0
001	Nobody	49	0.5	120	1.0	48.0	0.93580335	0.0
001	Nobody	50	0.5	90	1.0	49.0	1.2265607	0.0
001	Nobody	51	1.0	120	1.0	50.0	1.4129568	0.0
001	Nobody	52	1.0	90	1.0	51.0	1.3553684	1.0
001	Nobody	53	2.0	120	1.0	52.0	1.1863822	1.0
001	Nobody	54	2.0	150	1.0	53.0	1.281959	0.0
001	Nobody	55	2.0	90	1.0	54.0	1.0924424	1.0
001	Nobody	56	0.5	90	1.0	55.0	0.85727084	1.0
001	Nobody	57	1.0	120	1.0	56.0	1.4487605	1.0
001	Nobody	58	0.5	150	1.0	57.0	0.47507495	1.0
001	Nobody	59	1.0	150	1.0	58.0	1.4280189	1.0
001	Nobody	60	0.5	120	1.0	59.0	0.719376	0.0
001	Nobody	61	2.0	150	1.0	60.0	1.6614223	0.0
001	Nobody	62	2.0	120	1.0	61.0	1.5229677	1.0
001	Nobody	63	1.0	90	1.0	62.0	0.7984957	0.0
001	Nobody	64	1.0	150	1.0	63.0	1.4242872	0.0
001	Nobody	65	2.0	90	1.0	64.0	1.0306516	0.0
001	Nobody	66	2.0	150	1.0	65.0	1.0222228	0.0
001	Nobody	67	1.0	90	1.0	66.0	0.8883028	0.0
001	Nobody	68	1.0	120	1.0	67.0	1.4558127	0.0
001	Nobody	69	0.5	90	1.0	68.0	0.5656426	1.0
001	Nobody	70	2.0	120	1.0	69.0	1.3732162	0.0
001	Nobody	71	0.5	150	1.0	70.0	0.6121472	1.0
001	Nobody	72	0.5	120	1.0	71.0	1.1959233	1.0
001	Nobody	73	2.0	90	1.0	72.0	1.9852741	1.0
001	Nobody	74	2.0	120	1.0	73.0	1.516253	1.0
001	Nobody	75	1.0	120	1.0	74.0	0.57090974	0.0
001	Nobody	76	0.5	150	1.0	75.0	0.5753712	0.0
001	Nobody	77	2.0	150	1.0	76.0	1.5284816	1.0
001	Nobody	78	1.0	150	1.0	77.0	0.5070219	0.0
001	Nobody	79	0.5	90	1.0	78.0	0.5905739	1.0
001	Nobody	80	0.5	120	1.0	79.0	0.9184819	1.0
001	Nobody	81	1.0	90	1.0	80.0	0.8654032	1.0
001	Nobody	82	2.0	90	1.0	81.0	1.1481328	0.0
001	Nobody	83	2.0	150	1.0	82.0	1.7409704	1.0
001	Nobody	84	1.0	120	1.0	83.0	1.2560855	0.0
001	Nobody	85	2.0	120	1.0	84.0	1.9321511	1.0
001	Nobody	86	1.0	150	1.0	85.0	0.93555176	1.0
001	Nobody	87	1.0	90	1.0	86.0	0.8086826	0.0
001	Nobody	88	0.5	90	1.0	87.0	1.0068095	1.0
001	Nobody	89	0.5	150	1.0	88.0	0.49260122	1.0
001	Nobody	90	0.5	120	1.0	89.0	1.1898267	1.0
﻿session	participant	TrialNumber	circleRadius	direction	ran	order	RT	choice
001	Nobody	1	8	1	1.0	0.0	0.5176981	0.0
001	Nobody	2	12	1	1.0	1.0	0.23583215	0.0
001	Nobody	3	15	1	1.0	2.0	0.9014956	1.0
001	Nobody	4	19	-1	1.0	3.0	0.32980138	1.0
001	Nobody	5	18	-1	1.0	4.0	0.87959474	1.0
001	Nobody	6	12	-1	1.0	5.0	0.07104737	0.0
001	Nobody	7	4	-1	1.0	6.0	0.2871119	1.0
001	Nobody	8	4	1	1.0	7.0	0.27699503	1.0
001	Nobody	9	19	1	1.0	8.0	0.0084820455	0.0
001	Nobody	10	16	-1	1.0	9.0	0.2321723	0.0
001	Nobody	11	13	-1	1.0	10.0	0.9810442	0.0
001	Nobody	12	11	-1	1.0	11.0	0.28212586	0.0
001	Nobody	13	14	1	1.0	12.0	0.14581525	0.0
001	Nobody	14	5	-1	1.0	13.0	0.4309222	0.0
001	Nobody	15	17	-1	1.0	14.0	0.48893255	1.0
001	Nobody	16	3	-1	1.0	15.0	0.7964873	1.0
001	Nobody	17	10	-1	1.0	16.0	0.74355376	0.0
001	Nobody	18	6	-1	1.0	17.0	0.0044187503	1.0
001	Nobody	19	15	-1	1.0	18.0	0.07641369	1.0
001	Nobody	20	14	-1	1.0	19.0	0.3215416	0.0
001	Nobody	21	7	-1	1.0	20.0	0.7679682	1.0
001	Nobody	22	3	1	1.0	21.0	0.6362309	1.0
001	Nobody	23	18	1	1.0	22.0	0.72906053	1.0
001	Nobody	24	9	1	1.0	23.0	0.8640237	1.0
001	Nobody	25	13	1	1.0	24.0	0.4270691	1.0
001	Nobody	26	8	-1	1.0	25.0	0.6283552	0.0
001	Nobody	27	16	1	1.0	26.0	0.6792075	1.0
001	Nobody	28	11	1	1.0	27.0	0.9852775	1.0
001	Nobody	29	9	-1	1.0	28.0	0.09279203	1.0
001	Nobody	30	6	1	1.0	29.0	0.9878801	0.0
001	Nobody	31	17	1	1.0	30.0	0.3195308	1.0
001	Nobody	32	5	1	1.0	31.0	0.88905394	0.0
001	Nobody	33	7	1	1.0	32.0	0.10206895	0.0
001	Nobody	34	10	1	1.0	33.0	0.68960047	0.0
001	Nobody	35	17	-1	1.0	34.0	0.7526526	1.0
001	Nobody	36	9	-1	1.0	35.0	0.5531624	0.0
001	Nobody	37	17	1	1.0	36.0	0.90178275	1.0
001	Nobody	38	12	1	1.0	37.0	0.010338988	0.0
001	Nobody	39	16	1	1.0	38.0	0.21291529	0.0
001	Nobody	40	13	1	1.0	39.0	0.3867827	0.0
001	Nobody	41	10	-1	1.0	40.0	0.8991723	1.0
001	Nobody	42	15	1	1.0	41.0	0.7616864	1.0
001	Nobody	43	10	1	1.0	42.0	0.34195736	1.0
001	Nobody	44	8	-1	1.0	43.0	0.2839306	0.0
001	Nobody	45	3	-1	1.0	44.0	0.185614	0.0
001	Nobody	46	19	-1	1.0	45.0	0.8357827	0.0
001	Nobody	47	18	1	1.0	46.0	0.93287754	0.0
001	Nobody	48	7	1	1.0	47.0	0.51963484	0.0
001	Nobody	49	11	-1	1.0	48.0	0.7673097	1.0
001	Nobody	50	16	-1	1.0	49.0	0.07209893	1.0
001	Nobody	51	19	1	1.0	50.0	0.88299334	0.0
001	Nobody	52	11	1	1.0	51.0	0.49438184	0.0
001	Nobody	53	4	-1	1.0	52.0	0.47883973	1.0
001	Nobody	54	9	1	1.0	53.0	0.20245592	0.0
001	Nobody	55	18	-1	1.0	54.0	0.89768326	1.0
001	Nobody	56	14	1	1.0	55.0	0.7048987	1.0
001	Nobody	57	7	-1	1.0	56.0	0.08001384	0.0
001	Nobody	58	5	1	1.0	57.0	0.44278845	0.0
001	Nobody	59	14	-1	1.0	58.0	0.006021805	1.0
001	Nobody	60	5	-1	1.0	59.0	0.6995812	1.0
001	Nobody	61	3	1	1.0	60.0	0.2450297	1.0
001	Nobody	62	4	1	1.0	61.0	0.048683792	0.0
001	Nobody	63	6	-1	1.0	62.0	0.28023878	1.0
001	Nobody	64	13	-1	1.0	63.0	0.08687228	1.0
001	Nobody	65	8	1	1.0	64.0	0.04341275	1.0
001	Nobody	66	15	-1	1.0	65.0	0.8926334	0.0
001	Nobody	67	12	-1	1.0	66.0	0.8953133	0.0
001	Nobody	68	6	1	1.0	67.0	0.9040406	1.0
001	Nobody	69	6	-1	1.0	68.0	0.76878387	0.0
001	Nobody	70	12	-1	1.0	69.0	0.52581817	1.0
001	Nobody	71	9	-1	1.0	70.0	0.749878	1.0
001	Nobody	72	5	1	1.0	71.0	0.49229524	0.0
001	Nobody	73	17	1	1.0	72.0	0.52006423	1.0
001	Nobody	74	18	-1	1.0	73.0	0.57302845	0.0
001	Nobody	75	19	1	1.0	74.0	0.26010484	0.0
001	Nobody	76	7	1	1.0	75.0	0.4388761	0.0
001	Nobody	77	4	1	1.0	76.0	0.43370122	1.0
001	Nobody	78	7	-1	1.0	77.0	0.1927797	1.0
001	Nobody	79	16	1	1.0	78.0	0.20843774	0.0
001	Nobody	80	14	-1	1.0	79.0	0.39870346	1.0
001	Nobody	81	17	-1	1.0	80.0	0.42105365	1.0
001	Nobody	82	3	-1	1.0	81.0	0.59792006	0.0
001	Nobody	83	6	1	1.0	82.0	0.5375916	0.0
001	Nobody	84	9	1	1.0	83.0	0.46889275	1.0
001	Nobody	85	8	-1	1.0	84.0	0.7656448	1.0
001	Nobody	86	13	1	1.0	85.0	0.30724987	0.0
001	Nobody	87	8	1	1.0	86.0	0.5889055	1.0
001	Nobody	88	14	1	1.0	87.0	0.022353863	0.0
001	Nobody	89	18	1	1.0	88.0	0.2600872	0.0
001	Nobody	90	11	1	1.0	89.0	0.67486686	1.0
001	Nobody	91	5	-1	1.0	90.0	0.93839383	1.0
001	Nobody	92	11	-1	1.0	91.0	0.40930313	1.0
001	Nobody	93	10	-1	1.0	92.0	0.6591336	0.0
001	Nobody	94	16	-1	1.0	93.0	0.27287132	1.0
001	Nobody	95	13	-1	1.0	94.0	0.30333027	0.0
001	Nobody	96	12	1	1.0	95.0	0.79478836	0.0
001	Nobody	97	3	1	1.0	96.0	0.22590493	0.0
001	Nobody	98	15	1	1.0	97.0	0.38609457	1.0
001	Nobody	99	4	-1	1.0	98.0	0.5261903	1.0
001	Nobody	100	10	1	1.0	99.0	0.71859306	1.0
001	Nobody	101	19	-1	1.0	100.0	0.34929436	1.0
001	Nobody	102	15	-1	1.0	101.0	0.108809605	0.0
001	Nobody	103	14	1	1.0	102.0	0.96755517	1.0
001	Nobody	104	15	1	1.0	103.0	0.4450655	0.0
001	Nobody	105	11	-1	1.0	104.0	0.49642918	1.0
001	Nobody	106	13	-1	1.0	105.0	0.09164917	1.0
001	Nobody	107	8	-1	1.0	106.0	0.79973525	0.0
001	Nobody	108	12	1	1.0	107.0	0.5450888	1.0
001	Nobody	109	3	-1	1.0	108.0	0.11312102	0.0
001	Nobody	110	7	1	1.0	109.0	0.41523755	1.0
001	Nobody	111	16	-1	1.0	110.0	0.7450485	1.0
001	Nobody	112	6	-1	1.0	111.0	0.55933285	0.0
001	Nobody	113	16	1	1.0	112.0	0.4708609	1.0
001	Nobody	114	17	1	1.0	113.0	0.06100798	0.0
001	Nobody	115	14	-1	1.0	114.0	0.30462137	0.0
001	Nobody	116	5	1	1.0	115.0	0.98041123	0.0
001	Nobody	117	4	1	1.0	116.0	0.1320247	0.0
001	Nobody	118	4	-1	1.0	117.0	0.67044634	1.0
001	Nobody	119	15	-1	1.0	118.0	0.7039064	1.0
001	Nobody	120	17	-1	1.0	119.0	0.40754256	1.0
001	Nobody	121	6	1	1.0	120.0	0.8603014	0.0
001	Nobody	122	5	-1	1.0	121.0	0.17622922	0.0
001	Nobody	123	19	-1	1.0	122.0	0.48350695	0.0
001	Nobody	124	7	-1	1.0	123.0	0.9284611	0.0
001	Nobody	125	8	1	1.0	124.0	0.45677117	1.0
001	Nobody	126	9	-1	1.0	125.0	0.1868981	0.0
001	Nobody	127	3	1	1.0	126.0	0.9051295	1.0
001	Nobody	128	10	-1	1.0	127.0	0.0066225664	0.0
001	Nobody	129	11	1	1.0	128.0	0.5397358	1.0
001	Nobody	130	19	1	1.0	129.0	0.42216682	1.0
001	Nobody	131	9	1	1.0	130.0	0.020435885	0.0
001	Nobody	132	12	-1	1.0	131.0	0.71222186	1.0
001	Nobody	133	10	1	1.0	132.0	0.8147132	1.0
001	Nobody	134	13	1	1.0	133.0	0.9717991	0.0
001	Nobody	135	18	-1	1.0	134.0	0.77449805	1.0
001	Nobody	136	18	1	1.0	135.0	0.47008443	0.0
001	Nobody	137	6	-1	1.0	136.0	0.6503663	0.0
001	Nobody	138	10	-1	1.0	137.0	0.80251205	1.0
001	Nobody	139	7	-1	1.0	138.0	0.89678323	0.0
001	Nobody	140	5	1	1.0	139.0	0.6203718	1.0
001	Nobody	141	19	1	1.0	140.0	0.018818712	0.0
001	Nobody	142	18	-1	1.0	141.0	0.6088036	0.0
001	Nobody	143	7	1	1.0	142.0	0.35899803	1.0
001	Nobody	144	11	1	1.0	143.0	0.3267313	1.0
001	Nobody	145	10	1	1.0	144.0	0.8436677	0.0
001	Nobody	146	18	1	1.0	145.0	0.18845332	1.0
001	Nobody	147	9	-1	1.0	146.0	0.32093996	1.0
001	Nobody	148	14	1	1.0	147.0	0.50242054	1.0
001	Nobody	149	13	1	1.0	148.0	0.83478934	1.0
001	Nobody	150	9	1	1.0	149.0	0.38210136	1.0
001	Nobody	151	3	-1	1.0	150.0	0.114051715	1.0
001	Nobody	152	17	1	1.0	151.0	0.78805333	0.0
001	Nobody	153	15	-1	1.0	152.0	0.6033347	0.0
001	Nobody	154	13	-1	1.0	153.0	0.101773605	0.0
001	Nobody	155	4	-1	1.0	154.0	0.03317646	0.0
001	Nobody	156	17	-1	1.0	155.0	0.2604269	1.0
001	Nobody	157	12	1	1.0	156.0	0.13598566	0.0
001	Nobody	158	8	1	1.0	157.0	0.08187307	0.0
001	Nobody	159	11	-1	1.0	158.0	0.11678572	1.0
001	Nobody	160	6	1	1.0	159.0	0.29619375	0.0
001	Nobody	161	8	-1	1.0	160.0	0.08987903	1.0
001	Nobody	162	4	1	1.0	161.0	0.11655366	1.0
001	Nobody	163	5	-1	1.0	162.0	0.70000285	1.0
001	Nobody	164	19	-1	1.0	163.0	0.6014179	1.0
001	Nobody	165	15	1	1.0	164.0	0.5381631	0.0
001	Nobody	166	14	-1	1.0	165.0	0.06733723	1.0
001	Nobody	167	3	1	1.0	166.0	0.24708425	1.0
001	Nobody	168	16	-1	1.0	167.0	0.4069876	1.0
001	Nobody	169	16	1	1.0	168.0	0.78266674	1.0
001	Nobody	170	12	-1	1.0	169.0	0.31223807	1.0
001	Nobody	171	15	-1	1.0	170.0	0.8015893	1.0
001	Nobody	172	3	1	1.0	171.0	0.7941322	1.0
001	Nobody	173	17	-1	1.0	172.0	0.706432	0.0
001	Nobody	174	6	1	1.0	173.0	0.5927301	0.0
001	Nobody	175	13	-1	1.0	174.0	0.67354304	0.0
001	Nobody	176	14	1	1.0	175.0	0.7577927	0.0
001	Nobody	177	19	-1	1.0	176.0	0.335347	1.0
001	Nobody	178	3	-1	1.0	177.0	0.46426648	1.0
001	Nobody	179	5	1	1.0	178.0	0.906394	0.0
001	Nobody	180	8	-1	1.0	179.0	0.65878624	0.0
001	Nobody	181	10	-1	1.0	180.0	0.17773628	0.0
001	Nobody	182	11	-1	1.0	181.0	0.9944321	1.0
001	Nobody	183	16	-1	1.0	182.0	0.76748157	0.0
001	Nobody	184	14	-1	1.0	183.0	0.19545105	1.0
001	Nobody	185	12	1	1.0	184.0	0.6251857	1.0
001	Nobody	186	15	1	1.0	185.0	0.5186856	1.0
001	Nobody	187	4	1	1.0	186.0	0.9607902	0.0
001	Nobody	188	18	-1	1.0	187.0	0.41983637	0.0
001	Nobody	189	11	1	1.0	188.0	0.86828744	0.0
001	Nobody	190	17	1	1.0	189.0	0.6997409	1.0
001	Nobody	191	4	-1	1.0	190.0	0.6613531	1.0
001	Nobody	192	5	-1	1.0	191.0	0.9571413	1.0
001	Nobody	193	19	1	1.0	192.0	0.3264184	1.0
001	Nobody	194	13	1	1.0	193.0	0.77240753	1.0
001	Nobody	195	18	1	1.0	194.0	0.20212005	0.0
001	Nobody	196	8	1	1.0	195.0	0.6178341	0.0
001	Nobody	197	7	-1	1.0	196.0	0.0028150333	1.0
001	Nobody	198	7	1	1.0	197.0	0.32573298	0.0
001	Nobody	199	16	1	1.0	198.0	0.90377134	1.0
001	Nobody	200	6	-1	1.0	199.0	0.03770152	0.0
001	Nobody	201	10	1	1.0	200.0	0.27294368	0.0
001	Nobody	202	9	-1	1.0	201.0	0.4128111	0.0
001	Nobody	203	12	-1	1.0	202.0	0.5737001	0.0
001	Nobody	204	9	1	1.0	203.0	0.8407225	1.0
001	Nobody	205	5	-1	1.0	204.0	0.9409898	1.0
001	Nobody	206	17	-1	1.0	205.0	0.5718577	1.0
001	Nobody	207	14	-1	1.0	206.0	0.02242545	0.0
001	Nobody	208	14	1	1.0	207.0	0.15769768	0.0
001	Nobody	209	13	1	1.0	208.0	0.98210144	1.0
001	Nobody	210	17	1	1.0	209.0	0.6110838	0.0
001	Nobody	211	11	1	1.0	210.0	0.8598269	1.0
001	Nobody	212	7	-1	1.0	211.0	0.1060628	1.0
001	Nobody	213	16	-1	1.0	212.0	0.5311477	1.0
001	Nobody	214	8	-1	1.0	213.0	0.7574989	1.0
001	Nobody	215	5	1	1.0	214.0	0.48830864	0.0
001	Nobody	216	15	1	1.0	215.0	0.14423892	1.0
001	Nobody	217	6	-1	1.0	216.0	0.9202248	1.0
001	Nobody	218	11	-1	1.0	217.0	0.6865811	1.0
001	Nobody	219	10	-1	1.0	218.0	0.26829988	1.0
001	Nobody	220	3	-1	1.0	219.0	0.5326898	0.0
001	Nobody	221	19	-1	1.0	220.0	0.6003309	0.0
001	Nobody	222	19	1	1.0	221.0	0.8028117	1.0
001	Nobody	223	9	1	1.0	222.0	0.5224647	0.0
001	Nobody	224	3	1	1.0	223.0	0.040827267	1.0
001	Nobody	225	4	-1	1.0	224.0	0.2566334	0.0
001	Nobody	226	18	-1	1.0	225.0	0.0395343	0.0
001	Nobody	227	18	1	1.0	226.0	0.7395821	1.0
001	Nobody	228	8	1	1.0	227.0	0.42112556	1.0
001	Nobody	229	12	1	1.0	228.0	0.70462996	1.0
001	Nobody	230	12	-1	1.0	229.0	0.70362073	1.0
001	Nobody	231	13	-1	1.0	230.0	0.97549146	1.0
001	Nobody	232	6	1	1.0	231.0	0.5078711	0.0
001	Nobody	233	4	1	1.0	232.0	0.1704307	0.0
001	Nobody	234	10	1	1.0	233.0	0.23764436	0.0
001	Nobody	235	9	-1	1.0	234.0	0.9797873	1.0
001	Nobody	236	16	1	1.0	235.0	0.06958431	1.0
001	Nobody	237	15	-1	1.0	236.0	0.89811546	0.0
001	Nobody	238	7	1	1.0	237.0	0.106411465	1.0
001	Nobody	239	5	-1	1.0	238.0	0.19519104	1.0
001	Nobody	240	19	-1	1.0	239.0	0.09570874	0.0
001	Nobody	241	3	1	1.0	240.0	0.5112004	1.0
001	Nobody	242	4	1	1.0	241.0	0.61982656	1.0
001	Nobody	243	13	-1	1.0	242.0	0.51948255	1.0
001	Nobody	244	7	-1	1.0	243.0	0.4690251	1.0
001	Nobody	245	8	-1	1.0	244.0	0.8468708	1.0
001	Nobody	246	4	-1	1.0	245.0	0.76302433	0.0
001	Nobody	247	14	1	1.0	246.0	0.056264326	1.0
001	Nobody	248	10	1	1.0	247.0	0.4686684	0.0
001	Nobody	249	13	1	1.0	248.0	0.8867885	1.0
001	Nobody	250	18	1	1.0	249.0	0.637141	1.0
001	Nobody	251	5	1	1.0	250.0	0.8592473	1.0
001	Nobody	252	8	1	1.0	251.0	0.51404065	1.0
001	Nobody	253	6	1	1.0	252.0	0.20497257	0.0
001	Nobody	254	14	-1	1.0	253.0	0.9701243	0.0
001	Nobody	255	9	-1	1.0	254.0	0.8327342	1.0
001	Nobody	256	16	-1	1.0	255.0	0.7676723	0.0
001	Nobody	257	16	1	1.0	256.0	0.13472623	1.0
001	Nobody	258	17	1	1.0	257.0	0.46957928	0.0
001	Nobody	259	6	-1	1.0	258.0	0.96285176	1.0
001	Nobody	260	18	-1	1.0	259.0	0.9578198	1.0
001	Nobody	261	17	-1	1.0	260.0	0.90404636	1.0
001	Nobody	262	7	1	1.0	261.0	0.3075035	1.0
001	Nobody	263	3	-1	1.0	262.0	0.5964518	1.0
001	Nobody	264	15	-1	1.0	263.0	0.642582	1.0
001	Nobody	265	15	1	1.0	264.0	0.98840714	0.0
001	Nobody	266	12	-1	1.0	265.0	0.056798413	0.0
001	Nobody	267	11	1	1.0	266.0	0.5256711	1.0
001	Nobody	268	19	1	1.0	267.0	0.0074762646	0.0
001	Nobody	269	9	1	1.0	268.0	0.7047758	0.0
001	Nobody	270	10	-1	1.0	269.0	0.44889903	1.0
001	Nobody	271	11	-1	1.0	270.0	0.46990535	1.0
001	Nobody	272	12	1	1.0	271.0	0.6962288	1.0
001	Nobody	273	7	1	1.0	272.0	0.8556034	0.0
001	Nobody	274	6	1	1.0	273.0	0.9794266	0.0
001	Nobody	275	11	-1	1.0	274.0	0.04049577	1.0
001	Nobody	276	10	1	1.0	275.0	0.3764337	0.0
001	Nobody	277	7	-1	1.0	276.0	0.38358063	1.0
001	Nobody	278	19	1	1.0	277.0	0.09115226	0.0
001	Nobody	279	5	1	1.0	278.0	0.6524509	0.0
001	Nobody	280	10	-1	1.0	279.0	0.7446861	1.0
001	Nobody	281	11	1	1.0	280.0	0.9123144	0.0
001	Nobody	282	17	-1	1.0	281.0	0.14976147	1.0
001	Nobody	283	18	1	1.0	282.0	0.6871087	0.0
001	Nobody	284	9	-1	1.0	283.0	0.7913147	0.0
001	Nobody	285	4	1	1.0	284.0	0.83493274	0.0
001	Nobody	286	14	1	1.0	285.0	0.749435	0.0
001	Nobody	287	14	-1	1.0	286.0	0.042461917	0.0
001	Nobody	288	15	1	1.0	287.0	0.13640566	0.0
001	Nobody	289	17	1	1.0	288.0	0.017853368	1.0
001	Nobody	290	4	-1	1.0	289.0	0.17125693	1.0
001	Nobody	291	13	1	1.0	290.0	0.3604287	1.0
001	Nobody	292	18	-1	1.0	291.0	0.19750766	0.0
001	Nobody	293	12	1	1.0	292.0	0.50520015	0.0
001	Nobody	294	16	1	1.0	293.0	0.07411253	1.0
001	Nobody	295	12	-1	1.0	294.0	0.23091099	0.0
001	Nobody	296	19	-1	1.0	295.0	0.9460812	1.0
001	Nobody	297	8	1	1.0	296.0	0.6252616	0.0
001	Nobody	298	3	1	1.0	297.0	0.12594537	1.0
001	Nobody	299	5	-1	1.0	298.0	0.9193659	0.0
001	Nobody	300	16	-1	1.0	299.0	0.26193994	0.0
001	Nobody	301	3	-1	1.0	300.0	0.054340143	1.0
001	Nobody	302	13	-1	1.0	301.0	0.9952664	1.0
001	Nobody	303	15	-1	1.0	302.0	0.52407485	1.0
001	Nobody	304	6	-1	1.0	303.0	0.6107149	1.0
001	Nobody	305	9	1	1.0	304.0	0.043208156	1.0
001	Nobody	306	8	-1	1.0	305.0	0.09632276	1.0
001	Nobody	307	11	1	1.0	306.0	0.83765906	1.0
001	Nobody	308	9	-1	1.0	307.0	0.18367429	1.0
001	Nobody	309	11	-1	1.0	308.0	0.72064567	1.0
001	Nobody	310	13	1	1.0	309.0	0.6796432	1.0
001	Nobody	311	15	-1	1.0	310.0	0.9334365	0.0
001	Nobody	312	19	-1	1.0	311.0	0.41715595	1.0
001	Nobody	313	16	1	1.0	312.0	0.92443013	0.0
001	Nobody	314	12	1	1.0	313.0	0.824786	1.0
001	Nobody	315	15	1	1.0	314.0	0.7171082	1.0
